Date,failure_prob,topicid68_Power_preprocessed_Trend,topicid68_Voltage_preprocessed_Trend,topicid68_Current_preprocessed_Trend
03/02/2025,1,0,-3.000918016449352,0
03/02/2025,1,0,-0.7975062628297578,0
03/02/2025,1,0,-1.4387626699545744,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.9206464978389928,0
03/02/2025,1,0,-2.6604124884933444,0
03/02/2025,1,0,-1.6133747738409518,0
03/02/2025,1,0,-0.7975062628297578,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.8031693984584467,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.7162185577869318,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.08337350867219895,0
03/02/2025,1,0,-3.3927800334059572,0
03/02/2025,1,0,-0.7241059857065477,0
03/02/2025,1,0,-0.40329645127039315,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.8812282003723668,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.8448659945073786,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.586910571669724,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.9289113448302988,0
03/02/2025,1,0,-0.9222865672155991,0
03/02/2025,1,0,-1.5998140981239746,0
03/02/2025,1,0,-2.3382627699253753,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.8448659945073786,0
03/02/2025,1,0,-2.1162553106446005,0
03/02/2025,1,0,-3.336120403925916,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.6133747738409518,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.9289113448302988,0
03/02/2025,1,0,-0.4839264776953822,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.3446154798953178,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.17014734751966243,0
03/02/2025,1,0,-1.5998140981239746,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.8821812676514158,0
03/02/2025,1,0,-3.1253004057604943,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-1.0306989737744194,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.7780515723995469,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-2.057512353954232,0
03/02/2025,1,0,-0.8821812676514158,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.8091396849510106,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.16559484020577786,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,1,0,-0.5419963642731589,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
03/02/2025,0,0,0,0
